text,topic,timestamp,annotator_1,annotator_2,annotator_3,sentiment
": More than 500,000 Afghan migrants heading for Europe and Channel coast via",European Union,2024-08-10 21:08:00,neutral,neutral,neutral,neutral
Audience full of brexiters? I would have applauded that rebuff from the Danish politician but…,European Union,2024-07-02 06:10:00,neutral,neutral,neutral,neutral
: A good example of how EU fanatics in the UK are used to deform reality by de-contextualising and cutting Boris' speeches and videos. The full clip: The clip: ; Nobody wants to talk to Johnson at NATO summit,European Union,2024-07-25 00:14:00,positive,positive,positive,positive
"Typical remainer By that, I assume you mean not as easy to fool as a Brexiter",European Union,2024-04-18 23:01:00,negative,negative,negative,negative
"QT : Great news 🇬🇧🇬🇧🇬🇧 ; Under construction in Goole, Siemens' new £200 million train factory is expected to create 700 direct jobs and 1,700 roles across the UK's supply chain. 🇬🇧",European Union,2024-07-06 22:41:00,positive,positive,positive,positive
: Our European neighbours are having a summit today to agree on how to deal with the war in Ukraine. Brexit Britain and its crook of a prime minister is where it deserves to be. Out in the cold.,European Union,2024-11-23 08:49:00,neutral,neutral,neutral,neutral
: Just watching an episode of A New Life in the Sun. At least they mention that Brexit causes issues and how some of the people shown rushed to move before the Brexit restriction came into force. 1/2,European Union,2024-12-04 03:41:00,negative,negative,positive,negative
": Today is 9 years, 3 Prime Ministers, over £200bn in lost revenue and a predicted 4% hit to GDP since David Cameron declared an In/Out referendum on Brexit and I think it's been a great success. Happy anniversary!",European Union,2024-08-01 14:24:00,positive,positive,positive,positive
Good Friday Agreement. 20 years of peace in Ireland before Brexit wrecked it. Knighthood for deserved.,European Union,2024-03-19 06:44:00,positive,negative,positive,positive
Cornwall people in love with Brexit. One of the places who benefited most from EU support!,European Union,2024-12-04 03:42:00,positive,positive,negative,positive
": 💥 “With its bully boy tactics and boozing revelations, this administration is beginning to resemble the kind of stag do that makes Brits wildly unpopular in some European cities.“",European Union,2024-12-24 04:26:00,negative,negative,negative,negative
"Big mistake, to join the EU, Ukraine will be bankrupted in no time.",European Union,2024-11-12 03:18:00,negative,negative,neutral,negative
Boris Johnson LIVE: Brexit backers turn on PM as popularity spirals - ANOTHER letter in,European Union,2024-11-07 06:49:00,neutral,positive,neutral,neutral
God forbid the media blames British politicians for the failures in Europe.,European Union,2024-04-13 11:45:00,negative,negative,negative,negative
"Not my problem because I know the country will get rid of the stories at some point when their excesses get too much. I will never enable Brexit in any way at the ballot box. It’s economic, cultural and social suicide.",European Union,2024-10-07 15:58:00,negative,negative,negative,negative
: Which Brexiteers were angry? It was a great speech.,European Union,2024-06-18 07:00:00,positive,positive,positive,positive
: Morning Paul and thanks for the ride👍👍👍,European Union,2024-10-20 21:31:00,positive,positive,positive,positive
No. We won’t vote for him if he continues down this utterly stupid “make Brexit work” route either!,European Union,2024-02-08 23:46:00,negative,positive,negative,negative
: Certainly not or after A Victorian Sponge or an with a candle,European Union,2024-08-21 09:16:00,negative,negative,negative,negative
: German imports from the EU: +16.8 German imports from other countries: 17.5 German imports from the UK: -8.5,European Union,2024-01-21 09:23:00,neutral,neutral,positive,neutral
": Many thanks Paul, great train full of patriots 🇬🇧🇺🇸",European Union,2024-02-29 03:54:00,positive,positive,positive,positive
👏👏👏👏 I do not want to hear one whine from a Tory or Brexiters…ever,European Union,2024-12-05 20:10:00,positive,positive,positive,positive
Are they part of the shipment that was held up in customs at Calais?,European Union,2024-11-14 08:56:00,neutral,neutral,neutral,neutral
Cummings is becoming more deranged & embittered. He needs to understand that his opinion is not more important than the millions who voted for Boris & Brexit.,European Union,2024-06-24 05:07:00,negative,negative,negative,negative
": While tackles Our MSM continues to undermine his authority and ridicules him on the World stage. He represents your County, Love him or hate him I doubt many could cope with pressure",European Union,2024-05-19 12:44:00,positive,positive,positive,positive
": Soldiers with the 101st Airborne Division in Fort Campbell, Kentucky, are headed to Europe to support NATO allies amid concerns over a Russian invasion of Ukraine",European Union,2024-11-28 05:07:00,neutral,neutral,neutral,neutral
: Those poor remainers tears ...apparently staying in the EU would help keep Europe safe from war ..well that hasn't worked out well.,European Union,2024-02-23 13:58:00,negative,neutral,positive,negative
QT : That EU army seems a great idea.... ; Nearly 65% of the 4200 missiles Germany pledged to send to Ukraine to help them in their war were declared obsolete in 2014 - they are at least 35 years old and are unsafe.,European Union,2024-12-13 14:11:00,negative,negative,negative,negative
"I am a great support of Indy for Scotland, NI & Wales, I think they would do very well independent & in the EU. I have a vision of a Celtic pact between the 3 nations working together within the EU.",European Union,2024-11-09 00:55:00,positive,positive,positive,positive
"If anything, this just shows how self preserving the Eu are. After this, questions must be asked on the way members of the Eu have conducted themselves.",European Union,2024-03-07 15:58:00,neutral,neutral,neutral,neutral
: Tesco shopper 'shaken' to find that some of its fruit isn't vegan. Yet another Brexit bonus. Larger amounts of dangerous chemicals can be used on your food!,European Union,2024-08-13 01:04:00,neutral,neutral,neutral,neutral
QT : ; Apparently Germans are offering to take in refugees from Brexit Britain Just saying . . .,European Union,2024-12-26 21:33:00,neutral,neutral,neutral,neutral
": aid stuck in lorries at Dover thanks to delays. Thank you for , the gift that keeps giving.",European Union,2024-10-16 07:42:00,positive,positive,positive,positive
‘It is soul-destroying’: lorry drivers face hours stuck in queues at Dover. Britain,European Union,2024-12-18 22:39:00,negative,negative,negative,negative
": As Europe Faces War, is the UK’s Military Influence Waning? While NATO & the UK will not fight in Ukraine, it has raised questions about the extent of British military influence in the region NO TO WAR",European Union,2024-09-03 11:42:00,neutral,neutral,neutral,neutral
": It's equally so that UK citizens must endure checks on goods, their personal luggage when moving from one region of UK in order to protect the interests of EU, an organisation the majority voted to leave.",European Union,2024-10-12 19:03:00,positive,positive,positive,positive
"Gov wasting 37billion on a useless track and trace should go to europe where a working track and trace cost 4m. There, fixed it for you.",European Union,2024-08-28 15:55:00,negative,positive,negative,negative
": Funnily enough , it was only the ones from outside the EU making a decent financial contribution for their education pre Brexit!",European Union,2024-06-13 07:21:00,positive,positive,positive,positive
: People were really excited to hear Justin Trudeau address the EU parliament. 😂 😂😂,European Union,2024-10-08 20:24:00,positive,positive,positive,positive
"In the eyes of Putin, none of those countries are relevant same applies to the eu",European Union,2024-08-23 14:51:00,neutral,neutral,neutral,neutral
": QT : Indeed…. ; Despite Brexit, City of London retains position as Europe’s Largest Financial Centre; and vies with New York for Number One in world. Project Fear was thoroughly dishonest.",European Union,2024-08-16 10:07:00,positive,positive,negative,positive
"“Taken away a market of 500m” - you do know that we still have that market? All politicians have lied. Former EU Commission president ‘Jean Claude Junker’ once said “When it becomes serious, you have to lie”.",European Union,2024-01-10 03:25:00,negative,negative,negative,negative
Hilarious use of bodily function terminology within the tweet!😂😂😂,European Union,2024-01-01 02:50:00,positive,positive,positive,positive
